2.078796e-05 -1.220716e+01
2.290044e-05 -1.205684e+01
2.522760e-05 -1.190651e+01
2.779124e-05 -1.175618e+01
3.061540e-05 -1.160585e+01
3.372656e-05 -1.145552e+01
3.715387e-05 -1.130520e+01
4.092947e-05 -1.115487e+01
4.508875e-05 -1.100454e+01
4.967069e-05 -1.085421e+01
5.471826e-05 -1.070388e+01
6.027876e-05 -1.055356e+01
6.640432e-05 -1.040323e+01
7.315236e-05 -1.025290e+01
8.058615e-05 -1.010257e+01
8.877536e-05 -9.952244e+00
9.779677e-05 -9.801916e+00
1.077349e-04 -9.651589e+00
1.186830e-04 -9.501261e+00
1.307437e-04 -9.350934e+00
1.440299e-04 -9.200607e+00
1.586663e-04 -9.050281e+00
1.747901e-04 -8.899955e+00
1.925523e-04 -8.749630e+00
2.121196e-04 -8.599306e+00
2.336753e-04 -8.448984e+00
2.574216e-04 -8.298664e+00
2.835809e-04 -8.148347e+00
3.123985e-04 -7.998033e+00
3.441447e-04 -7.847724e+00
3.791168e-04 -7.697422e+00
4.176429e-04 -7.547127e+00
4.600840e-04 -7.396843e+00
5.068380e-04 -7.246571e+00
5.583432e-04 -7.096317e+00
6.150824e-04 -6.946083e+00
6.775874e-04 -6.795875e+00
7.464442e-04 -6.645701e+00
8.222983e-04 -6.495567e+00
9.058608e-04 -6.345485e+00
9.979149e-04 -6.195465e+00
1.099324e-03 -6.045523e+00
1.211037e-03 -5.895676e+00
1.334104e-03 -5.745946e+00
1.469676e-03 -5.596358e+00
1.619026e-03 -5.446942e+00
1.783552e-03 -5.297735e+00
1.964797e-03 -5.148779e+00
2.164461e-03 -5.000127e+00
2.384415e-03 -4.851838e+00
2.626721e-03 -4.703983e+00
2.893650e-03 -4.556645e+00
3.187704e-03 -4.409921e+00
3.511640e-03 -4.263923e+00
3.868495e-03 -4.118783e+00
4.261614e-03 -3.974651e+00
4.694682e-03 -3.831700e+00
5.171758e-03 -3.690126e+00
5.697315e-03 -3.550156e+00
6.276280e-03 -3.412044e+00
6.914079e-03 -3.276076e+00
7.616692e-03 -3.142571e+00
8.390704e-03 -3.011886e+00
9.243373e-03 -2.884413e+00
1.018269e-02 -2.760581e+00
1.121746e-02 -2.640854e+00
1.235739e-02 -2.525733e+00
1.361315e-02 -2.415747e+00
1.499653e-02 -2.311454e+00
1.652048e-02 -2.213429e+00
1.819930e-02 -2.122259e+00
2.004873e-02 -2.038530e+00
2.208609e-02 -1.962815e+00
2.433049e-02 -1.895661e+00
2.680297e-02 -1.837570e+00
2.952670e-02 -1.788984e+00
3.252722e-02 -1.750270e+00
3.583266e-02 -1.721700e+00
3.947400e-02 -1.703438e+00
4.348537e-02 -1.695528e+00
4.790438e-02 -1.697882e+00
5.277245e-02 -1.710278e+00
5.813521e-02 -1.732352e+00
6.404295e-02 -1.763607e+00
7.055103e-02 -1.803416e+00
7.772047e-02 -1.851029e+00
8.561846e-02 -1.905595e+00
9.431906e-02 -1.966168e+00
1.039038e-01 -2.031732e+00
1.144626e-01 -2.101215e+00
1.260943e-01 -2.173512e+00
1.389081e-01 -2.247496e+00
1.530240e-01 -2.322046e+00
1.685744e-01 -2.396052e+00
1.857051e-01 -2.468438e+00
2.045765e-01 -2.538169e+00
2.253657e-01 -2.604268e+00
2.482675e-01 -2.665821e+00
2.734966e-01 -2.721987e+00
3.012895e-01 -2.772005e+00
3.319067e-01 -2.815202e+00
3.656353e-01 -2.850994e+00
4.027913e-01 -2.878892e+00
4.437232e-01 -2.898505e+00
4.888146e-01 -2.909543e+00
5.384882e-01 -2.911820e+00
5.932097e-01 -2.905254e+00
6.534921e-01 -2.889870e+00
7.199003e-01 -2.865798e+00
7.930570e-01 -2.833279e+00
8.736479e-01 -2.792657e+00
9.624285e-01 -2.744387e+00
1.060231e+00 -2.689027e+00
1.167972e+00 -2.627237e+00
1.286662e+00 -2.559780e+00
1.417414e+00 -2.487509e+00
1.561452e+00 -2.411368e+00
1.720128e+00 -2.332379e+00
1.894928e+00 -2.251636e+00
2.087492e+00 -2.170289e+00
2.299624e+00 -2.089534e+00
2.533313e+00 -2.010595e+00
2.790750e+00 -1.934713e+00
3.074348e+00 -1.863124e+00
3.386765e+00 -1.797050e+00
3.730930e+00 -1.737682e+00
4.110069e+00 -1.686175e+00
4.527737e+00 -1.643641e+00
4.987848e+00 -1.611145e+00
5.494716e+00 -1.589716e+00
6.053092e+00 -1.580343e+00
6.668211e+00 -1.583981e+00
7.345838e+00 -1.601547e+00
8.092327e+00 -1.633901e+00
8.914674e+00 -1.681813e+00
9.820588e+00 -1.745905e+00
1.081856e+01 -1.826572e+00
1.191795e+01 -1.923879e+00
1.312906e+01 -2.037449e+00
1.446324e+01 -2.166353e+00
1.593301e+01 -2.309017e+00
1.755213e+01 -2.463172e+00
1.933578e+01 -2.625863e+00
2.130070e+01 -2.793544e+00
2.346529e+01 -2.962251e+00
2.584984e+01 -3.127897e+00
2.847672e+01 -3.286664e+00
3.137054e+01 -3.435520e+00
3.455843e+01 -3.572866e+00
3.807028e+01 -3.699306e+00
4.193900e+01 -3.818556e+00
4.620087e+01 -3.938421e+00
5.089583e+01 -4.071724e+00
5.606789e+01 -4.236849e+00
6.176555e+01 -4.457365e+00
6.804220e+01 -4.759904e+00
7.495669e+01 -5.169751e+00
8.257383e+01 -5.704675e+00
9.096503e+01 -6.369453e+00
1.002089e+02 -7.154345e+00
1.103922e+02 -8.038727e+00
1.216104e+02 -8.997636e+00
1.339685e+02 -1.000767e+01
1.475824e+02 -1.105020e+01
1.625798e+02 -1.211212e+01
1.791013e+02 -1.318495e+01
1.973017e+02 -1.426365e+01
2.173516e+02 -1.534536e+01
2.394390e+02 -1.642856e+01
2.637709e+02 -1.751247e+01
2.905755e+02 -1.859671e+01
3.201039e+02 -1.968110e+01
3.526331e+02 -2.076556e+01
3.884679e+02 -2.185004e+01
4.279442e+02 -2.293454e+01
4.714321e+02 -2.401904e+01
5.193393e+02 -2.510354e+01
5.721149e+02 -2.618804e+01
6.302535e+02 -2.727254e+01
6.943003e+02 -2.835705e+01
7.648555e+02 -2.944155e+01
8.425805e+02 -3.052605e+01
9.282041e+02 -3.161056e+01
1.022529e+03 -3.269506e+01
1.126439e+03 -3.377956e+01
1.240908e+03 -3.486407e+01
1.367010e+03 -3.594857e+01
1.505926e+03 -3.703307e+01
1.658959e+03 -3.811758e+01
1.827544e+03 -3.920208e+01
2.013260e+03 -4.028659e+01
2.217848e+03 -4.137109e+01
2.443227e+03 -4.245559e+01
2.691510e+03 -4.354010e+01
2.965022e+03 -4.462460e+01
3.266330e+03 -4.570910e+01
3.598256e+03 -4.679361e+01
3.963913e+03 -4.787811e+01
4.366728e+03 -4.896261e+01
4.810477e+03 -5.004712e+01
