1.000000e-02 8.787048e-01
1.097499e-02 8.699557e-01
1.204504e-02 8.608050e-01
1.321941e-02 8.512569e-01
1.450829e-02 8.413189e-01
1.592283e-02 8.310015e-01
1.747528e-02 8.203186e-01
1.917910e-02 8.092876e-01
2.104904e-02 7.979297e-01
2.310130e-02 7.862695e-01
2.535364e-02 7.743352e-01
2.782559e-02 7.621585e-01
3.053856e-02 7.497746e-01
3.351603e-02 7.372213e-01
3.678380e-02 7.245393e-01
4.037017e-02 7.117710e-01
4.430621e-02 6.989609e-01
4.862602e-02 6.861540e-01
5.336699e-02 6.733958e-01
5.857021e-02 6.607314e-01
6.428073e-02 6.482044e-01
7.054802e-02 6.358566e-01
7.742637e-02 6.237270e-01
8.497534e-02 6.118511e-01
9.326033e-02 6.002601e-01
1.023531e-01 5.889806e-01
1.123324e-01 5.780336e-01
1.232847e-01 5.674343e-01
1.353048e-01 5.571922e-01
1.484968e-01 5.473100e-01
1.629751e-01 5.377844e-01
1.788650e-01 5.286058e-01
1.963041e-01 5.197586e-01
2.154435e-01 5.112214e-01
2.364489e-01 5.029678e-01
2.595024e-01 4.949666e-01
2.848036e-01 4.871828e-01
3.125716e-01 4.795779e-01
3.430469e-01 4.721112e-01
3.764936e-01 4.647402e-01
4.132012e-01 4.574216e-01
4.534879e-01 4.501118e-01
4.977024e-01 4.427681e-01
5.462277e-01 4.353488e-01
5.994843e-01 4.278144e-01
6.579332e-01 4.201276e-01
7.220809e-01 4.122543e-01
7.924829e-01 4.041636e-01
8.697490e-01 3.958283e-01
9.545485e-01 3.872253e-01
1.047616e+00 3.783356e-01
1.149757e+00 3.691448e-01
1.261857e+00 3.596429e-01
1.384886e+00 3.498248e-01
1.519911e+00 3.396905e-01
1.668101e+00 3.292447e-01
1.830738e+00 3.184974e-01
2.009233e+00 3.074634e-01
2.205131e+00 2.961628e-01
2.420128e+00 2.846205e-01
2.656088e+00 2.728662e-01
2.915053e+00 2.609340e-01
3.199267e+00 2.488623e-01
3.511192e+00 2.366929e-01
3.853529e+00 2.244709e-01
4.229243e+00 2.122440e-01
4.641589e+00 2.000614e-01
5.094138e+00 1.879735e-01
5.590810e+00 1.760309e-01
6.135907e+00 1.642836e-01
6.734151e+00 1.527801e-01
7.390722e+00 1.415670e-01
8.111308e+00 1.306877e-01
8.902151e+00 1.201821e-01
9.770100e+00 1.100863e-01
1.072267e+01 1.004314e-01
1.176812e+01 9.124405e-02
1.291550e+01 8.254539e-02
1.417474e+01 7.435145e-02
1.555676e+01 6.667291e-02
1.707353e+01 5.951515e-02
1.873817e+01 5.287845e-02
2.056512e+01 4.675816e-02
2.257020e+01 4.114507e-02
2.477076e+01 3.602576e-02
2.718588e+01 3.138307e-02
2.983647e+01 2.719657e-02
3.274549e+01 2.344313e-02
3.593814e+01 2.009752e-02
3.944206e+01 1.713294e-02
4.328761e+01 1.452160e-02
4.750810e+01 1.223531e-02
5.214008e+01 1.024590e-02
5.722368e+01 8.525693e-03
6.280291e+01 7.047857e-03
6.892612e+01 5.786695e-03
7.564633e+01 4.717863e-03
8.302176e+01 3.818525e-03
9.111628e+01 3.067460e-03
1.000000e+02 2.445109e-03
